,MV,age,Team,pre_MV,apps,ppm,goals,assists,mins_played,Nationality,Overall,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,names,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Dribbling,FK Accuracy,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Role
676,7543800.0,28.0,Aston Villa,8748000.0,31.0,4.1899999999999995,2.0,0.0,392.391,Netherlands,74,74,Right,2,4.0,2.0,Medium/ Medium,Normal,RCB,6'2,176lbs,57+2,57+2,57+2,49+2,54+2,54+2,54+2,49+2,55+2,55+2,55+2,50+2,61+2,61+2,61+2,50+2,58+2,69+2,69+2,69+2,58+2,60+2,73+2,73+2,73+2,60+2,Vlaar,30,72.0,29.0,42.0,64.0,72.0,52.0,69.0,11.0,9.0,8.0,11.0,7.0,77.0,50.0,67.0,66.0,76.0,67.0,39.0,68.0,76.0,73.0,44.0,58.0,78.0,92.0,59.0,55.0,backward
677,8763300.0,29.0,Aston Villa,7543800.0,34.0,2.66,0.0,1.0,182.805,Netherlands,74,74,Right,2,4.0,2.0,Medium/ Medium,Normal,RCB,6'2,176lbs,57+2,57+2,57+2,49+2,54+2,54+2,54+2,49+2,55+2,55+2,55+2,50+2,61+2,61+2,61+2,50+2,58+2,69+2,69+2,69+2,58+2,60+2,73+2,73+2,73+2,60+2,Vlaar,30,72.0,29.0,42.0,64.0,72.0,52.0,69.0,11.0,9.0,8.0,11.0,7.0,77.0,50.0,67.0,66.0,76.0,67.0,39.0,68.0,76.0,73.0,44.0,58.0,78.0,92.0,59.0,55.0,backward
678,2817000.0,32.0,AZ Alkmaar,5403600.0,34.0,7.35,0.0,0.0,1222.675,Netherlands,74,74,Right,2,4.0,2.0,Medium/ Medium,Normal,RCB,6'2,176lbs,57+2,57+2,57+2,49+2,54+2,54+2,54+2,49+2,55+2,55+2,55+2,50+2,61+2,61+2,61+2,50+2,58+2,69+2,69+2,69+2,58+2,60+2,73+2,73+2,73+2,60+2,Vlaar,30,72.0,29.0,42.0,64.0,72.0,52.0,69.0,11.0,9.0,8.0,11.0,7.0,77.0,50.0,67.0,66.0,76.0,67.0,39.0,68.0,76.0,73.0,44.0,58.0,78.0,92.0,59.0,55.0,backward
679,1371600.0,24.0,Cardiff City,364500.0,27.0,1.85,5.0,3.0,888.0,Benin,71,71,Right,1,3.0,3.0,Medium/ Medium,Normal,ST,6'4,190lbs,69+2,69+2,69+2,61+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,59+2,57+2,57+2,57+2,59+2,48+2,50+2,50+2,50+2,48+2,47+2,52+2,52+2,52+2,47+2,Gestede,61,73.0,57.0,52.0,70.0,46.0,65.0,60.0,6.0,13.0,14.0,8.0,7.0,36.0,82.0,50.0,68.0,16.0,65.0,71.0,62.0,72.0,23.0,69.0,65.0,39.0,90.0,42.0,66.0,forward
680,2022300.0,25.0,Blackburn Rovers,1371600.0,33.0,4.5,14.0,4.0,176.714,Benin,71,71,Right,1,3.0,3.0,Medium/ Medium,Normal,ST,6'4,190lbs,69+2,69+2,69+2,61+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,59+2,57+2,57+2,57+2,59+2,48+2,50+2,50+2,50+2,48+2,47+2,52+2,52+2,52+2,47+2,Gestede,61,73.0,57.0,52.0,70.0,46.0,65.0,60.0,6.0,13.0,14.0,8.0,7.0,36.0,82.0,50.0,68.0,16.0,65.0,71.0,62.0,72.0,23.0,69.0,65.0,39.0,90.0,42.0,66.0,forward
681,9355500.0,27.0,Aston Villa,2022300.0,44.0,3.16,22.0,6.0,265.706,Benin,71,71,Right,1,3.0,3.0,Medium/ Medium,Normal,ST,6'4,190lbs,69+2,69+2,69+2,61+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,59+2,57+2,57+2,57+2,59+2,48+2,50+2,50+2,50+2,48+2,47+2,52+2,52+2,52+2,47+2,Gestede,61,73.0,57.0,52.0,70.0,46.0,65.0,60.0,6.0,13.0,14.0,8.0,7.0,36.0,82.0,50.0,68.0,16.0,65.0,71.0,62.0,72.0,23.0,69.0,65.0,39.0,90.0,42.0,66.0,forward
682,9456300.0,27.0,Aston Villa,9355500.0,36.0,3.81,6.0,3.0,343.655,Benin,71,71,Right,1,3.0,3.0,Medium/ Medium,Normal,ST,6'4,190lbs,69+2,69+2,69+2,61+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,59+2,57+2,57+2,57+2,59+2,48+2,50+2,50+2,50+2,48+2,47+2,52+2,52+2,52+2,47+2,Gestede,61,73.0,57.0,52.0,70.0,46.0,65.0,60.0,6.0,13.0,14.0,8.0,7.0,36.0,82.0,50.0,68.0,16.0,65.0,71.0,62.0,72.0,23.0,69.0,65.0,39.0,90.0,42.0,66.0,forward
683,7887600.0,28.0,Middlesbrough FC,9456300.0,38.0,4.0,6.0,1.0,1521.0,Benin,71,71,Right,1,3.0,3.0,Medium/ Medium,Normal,ST,6'4,190lbs,69+2,69+2,69+2,61+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,59+2,57+2,57+2,57+2,59+2,48+2,50+2,50+2,50+2,48+2,47+2,52+2,52+2,52+2,47+2,Gestede,61,73.0,57.0,52.0,70.0,46.0,65.0,60.0,6.0,13.0,14.0,8.0,7.0,36.0,82.0,50.0,68.0,16.0,65.0,71.0,62.0,72.0,23.0,69.0,65.0,39.0,90.0,42.0,66.0,forward
684,4114800.0,23.0,SC Bastia,10206000.0,35.0,2.41,5.0,7.0,302.381,Algeria,80,80,Left,2,4.0,4.0,High/ Medium,Lean,CAM,5'10,163lbs,72+2,72+2,72+2,78+2,77+2,77+2,77+2,78+2,79+2,79+2,79+2,78+2,74+2,74+2,74+2,78+2,61+2,60+2,60+2,60+2,61+2,56+2,49+2,49+2,49+2,56+2,Boudebouz,77,58.0,79.0,78.0,81.0,79.0,82.0,82.0,10.0,12.0,16.0,10.0,14.0,32.0,61.0,77.0,77.0,27.0,90.0,75.0,74.0,79.0,30.0,76.0,69.0,35.0,61.0,87.0,73.0,midfield
685,4718700.0,24.0,SC Bastia,4114800.0,37.0,6.13,4.0,6.0,402.48400000000004,Algeria,80,80,Left,2,4.0,4.0,High/ Medium,Lean,CAM,5'10,163lbs,72+2,72+2,72+2,78+2,77+2,77+2,77+2,78+2,79+2,79+2,79+2,78+2,74+2,74+2,74+2,78+2,61+2,60+2,60+2,60+2,61+2,56+2,49+2,49+2,49+2,56+2,Boudebouz,77,58.0,79.0,78.0,81.0,79.0,82.0,82.0,10.0,12.0,16.0,10.0,14.0,32.0,61.0,77.0,77.0,27.0,90.0,75.0,74.0,79.0,30.0,76.0,69.0,35.0,61.0,87.0,73.0,midfield
686,19202400.0,26.0,Spartak Moscow,17496000.0,29.0,8.719999999999999,3.0,1.0,1432.1689999999999,Italy,76,76,Left,2,2.0,2.0,Medium/ High,Normal,LCB,6'1,190lbs,58+2,58+2,58+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,57+2,59+2,59+2,59+2,57+2,67+2,69+2,69+2,69+2,67+2,68+2,75+2,75+2,75+2,68+2,Bocchetti,69,81.0,68.0,64.0,65.0,73.0,57.0,25.0,14.0,11.0,13.0,16.0,10.0,77.0,82.0,66.0,47.0,79.0,45.0,31.0,67.0,76.0,77.0,64.0,62.0,79.0,83.0,51.0,38.0,backward
687,17526600.0,27.0,Spartak Moscow,19202400.0,13.0,1.33,0.0,0.0,1077.0,Italy,76,76,Left,2,2.0,2.0,Medium/ High,Normal,LCB,6'1,190lbs,58+2,58+2,58+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,57+2,59+2,59+2,59+2,57+2,67+2,69+2,69+2,69+2,67+2,68+2,75+2,75+2,75+2,68+2,Bocchetti,69,81.0,68.0,64.0,65.0,73.0,57.0,25.0,14.0,11.0,13.0,16.0,10.0,77.0,82.0,66.0,47.0,79.0,45.0,31.0,67.0,76.0,77.0,64.0,62.0,79.0,83.0,51.0,38.0,backward
688,9355500.0,28.0,Spartak Moscow,17526600.0,14.0,4.83,0.0,0.0,1028.0,Italy,76,76,Left,2,2.0,2.0,Medium/ High,Normal,LCB,6'1,190lbs,58+2,58+2,58+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,57+2,59+2,59+2,59+2,57+2,67+2,69+2,69+2,69+2,67+2,68+2,75+2,75+2,75+2,68+2,Bocchetti,69,81.0,68.0,64.0,65.0,73.0,57.0,25.0,14.0,11.0,13.0,16.0,10.0,77.0,82.0,66.0,47.0,79.0,45.0,31.0,67.0,76.0,77.0,64.0,62.0,79.0,83.0,51.0,38.0,backward
689,5403600.0,30.0,Spartak Moscow,9355500.0,30.0,3.1799999999999997,3.0,0.0,182.52,Italy,76,76,Left,2,2.0,2.0,Medium/ High,Normal,LCB,6'1,190lbs,58+2,58+2,58+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,57+2,59+2,59+2,59+2,57+2,67+2,69+2,69+2,69+2,67+2,68+2,75+2,75+2,75+2,68+2,Bocchetti,69,81.0,68.0,64.0,65.0,73.0,57.0,25.0,14.0,11.0,13.0,16.0,10.0,77.0,82.0,66.0,47.0,79.0,45.0,31.0,67.0,76.0,77.0,64.0,62.0,79.0,83.0,51.0,38.0,backward
690,2817000.0,30.0,Spartak Moscow,5403600.0,17.0,2.77,1.0,0.0,181.34,Italy,76,76,Left,2,2.0,2.0,Medium/ High,Normal,LCB,6'1,190lbs,58+2,58+2,58+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,57+2,59+2,59+2,59+2,57+2,67+2,69+2,69+2,69+2,67+2,68+2,75+2,75+2,75+2,68+2,Bocchetti,69,81.0,68.0,64.0,65.0,73.0,57.0,25.0,14.0,11.0,13.0,16.0,10.0,77.0,82.0,66.0,47.0,79.0,45.0,31.0,67.0,76.0,77.0,64.0,62.0,79.0,83.0,51.0,38.0,backward
691,1800000.0,31.0,Spartak Moscow,3380400.0,18.0,11.25,1.0,0.0,576.0799999999999,Italy,76,76,Left,2,2.0,2.0,Medium/ High,Normal,LCB,6'1,190lbs,58+2,58+2,58+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,56+2,57+2,59+2,59+2,59+2,57+2,67+2,69+2,69+2,69+2,67+2,68+2,75+2,75+2,75+2,68+2,Bocchetti,69,81.0,68.0,64.0,65.0,73.0,57.0,25.0,14.0,11.0,13.0,16.0,10.0,77.0,82.0,66.0,47.0,79.0,45.0,31.0,67.0,76.0,77.0,64.0,62.0,79.0,83.0,51.0,38.0,backward
692,1097280.0,24.0,FC Thun,583200.0,33.0,0.97,2.0,1.0,182.309,Ivory Coast,76,76,Left,1,3.0,3.0,Medium/ High,Stocky,LCM,6'0,179lbs,67+2,67+2,67+2,67+2,69+2,69+2,69+2,67+2,70+2,70+2,70+2,69+2,72+2,72+2,72+2,69+2,71+2,75+2,75+2,75+2,71+2,71+2,75+2,75+2,75+2,71+2,Sanogo,80,79.0,70.0,60.0,72.0,68.0,75.0,64.0,11.0,12.0,9.0,13.0,9.0,70.0,90.0,73.0,58.0,75.0,45.0,72.0,67.0,68.0,60.0,62.0,83.0,75.0,82.0,69.0,44.0,LCM
693,4800600.0,31.0,SS Lazio,7290000.000000001,36.0,6.11,10.0,7.0,891.1669999999999,Italy,74,74,Right,2,3.0,3.0,Medium/ Low,Normal,ST,5'11,174lbs,73+2,73+2,73+2,69+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,66+2,60+2,60+2,60+2,66+2,47+2,45+2,45+2,45+2,47+2,44+2,42+2,42+2,42+2,44+2,Floccari,64,48.0,67.0,70.0,73.0,76.0,71.0,60.0,8.0,11.0,15.0,10.0,6.0,20.0,83.0,48.0,68.0,16.0,72.0,77.0,68.0,75.0,16.0,68.0,63.0,20.0,73.0,60.0,66.0,forward
694,2022300.0,32.0,US Sassuolo,4800600.0,36.0,3.93,5.0,1.0,1738.0,Italy,74,74,Right,2,3.0,3.0,Medium/ Low,Normal,ST,5'11,174lbs,73+2,73+2,73+2,69+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,66+2,60+2,60+2,60+2,66+2,47+2,45+2,45+2,45+2,47+2,44+2,42+2,42+2,42+2,44+2,Floccari,64,48.0,67.0,70.0,73.0,76.0,71.0,60.0,8.0,11.0,15.0,10.0,6.0,20.0,83.0,48.0,68.0,16.0,72.0,77.0,68.0,75.0,16.0,68.0,63.0,20.0,73.0,60.0,66.0,forward
695,668250.0,33.0,US Sassuolo,2022300.0,29.0,2.83,2.0,0.0,1096.0,Italy,74,74,Right,2,3.0,3.0,Medium/ Low,Normal,ST,5'11,174lbs,73+2,73+2,73+2,69+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,66+2,60+2,60+2,60+2,66+2,47+2,45+2,45+2,45+2,47+2,44+2,42+2,42+2,42+2,44+2,Floccari,64,48.0,67.0,70.0,73.0,76.0,71.0,60.0,8.0,11.0,15.0,10.0,6.0,20.0,83.0,48.0,68.0,16.0,72.0,77.0,68.0,75.0,16.0,68.0,63.0,20.0,73.0,60.0,66.0,forward
696,338040.0,35.0,SPAL 2013,675450.0,21.0,2.09,7.0,0.0,241.15,Italy,74,74,Right,2,3.0,3.0,Medium/ Low,Normal,ST,5'11,174lbs,73+2,73+2,73+2,69+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,66+2,60+2,60+2,60+2,66+2,47+2,45+2,45+2,45+2,47+2,44+2,42+2,42+2,42+2,44+2,Floccari,64,48.0,67.0,70.0,73.0,76.0,71.0,60.0,8.0,11.0,15.0,10.0,6.0,20.0,83.0,48.0,68.0,16.0,72.0,77.0,68.0,75.0,16.0,68.0,63.0,20.0,73.0,60.0,66.0,forward
697,270000.0,36.0,SPAL 2013,450720.0,21.0,1.25,3.0,1.0,969.0,Italy,74,74,Right,2,3.0,3.0,Medium/ Low,Normal,ST,5'11,174lbs,73+2,73+2,73+2,69+2,71+2,71+2,71+2,69+2,68+2,68+2,68+2,66+2,60+2,60+2,60+2,66+2,47+2,45+2,45+2,45+2,47+2,44+2,42+2,42+2,42+2,44+2,Floccari,64,48.0,67.0,70.0,73.0,76.0,71.0,60.0,8.0,11.0,15.0,10.0,6.0,20.0,83.0,48.0,68.0,16.0,72.0,77.0,68.0,75.0,16.0,68.0,63.0,20.0,73.0,60.0,66.0,forward
698,1371600.0,21.0,UC Sampdoria,145800.0,17.0,1.06,0.0,1.0,1.097,Germany,82,84,Right,3,3.0,2.0,Medium/ High,Normal,RCB,6'0,181lbs,64+3,64+3,64+3,61+3,62+3,62+3,62+3,61+3,63+3,63+3,63+3,62+3,67+3,67+3,67+3,62+3,72+3,76+3,76+3,76+3,72+3,74+3,80+3,80+3,80+3,74+3,Mustafi,64,79.0,66.0,69.0,70.0,74.0,53.0,47.0,11.0,9.0,15.0,10.0,6.0,85.0,84.0,69.0,52.0,82.0,54.0,50.0,82.0,66.0,82.0,69.0,74.0,84.0,81.0,55.0,51.0,backward
699,10785600.0,22.0,Valencia CF,1371600.0,35.0,4.15,1.0,1.0,101.835,Germany,82,84,Right,3,3.0,2.0,Medium/ High,Normal,RCB,6'0,181lbs,64+3,64+3,64+3,61+3,62+3,62+3,62+3,61+3,63+3,63+3,63+3,62+3,67+3,67+3,67+3,62+3,72+3,76+3,76+3,76+3,72+3,74+3,80+3,80+3,80+3,74+3,Mustafi,64,79.0,66.0,69.0,70.0,74.0,53.0,47.0,11.0,9.0,15.0,10.0,6.0,85.0,84.0,69.0,52.0,82.0,54.0,50.0,82.0,66.0,82.0,69.0,74.0,84.0,81.0,55.0,51.0,backward
700,33412500.000000004,23.0,Valencia CF,9437400.0,36.0,3.27,4.0,1.0,196.93,Germany,82,84,Right,3,3.0,2.0,Medium/ High,Normal,RCB,6'0,181lbs,64+3,64+3,64+3,61+3,62+3,62+3,62+3,61+3,63+3,63+3,63+3,62+3,67+3,67+3,67+3,62+3,72+3,76+3,76+3,76+3,72+3,74+3,80+3,80+3,80+3,74+3,Mustafi,64,79.0,66.0,69.0,70.0,74.0,53.0,47.0,11.0,9.0,15.0,10.0,6.0,85.0,84.0,69.0,52.0,82.0,54.0,50.0,82.0,66.0,82.0,69.0,74.0,84.0,81.0,55.0,51.0,backward
701,40527000.0,24.0,Arsenal FC,26730000.0,44.0,7.65,2.0,2.0,1217.681,Germany,82,84,Right,3,3.0,2.0,Medium/ High,Normal,RCB,6'0,181lbs,64+3,64+3,64+3,61+3,62+3,62+3,62+3,61+3,63+3,63+3,63+3,62+3,67+3,67+3,67+3,62+3,72+3,76+3,76+3,76+3,72+3,74+3,80+3,80+3,80+3,74+3,Mustafi,64,79.0,66.0,69.0,70.0,74.0,53.0,47.0,11.0,9.0,15.0,10.0,6.0,85.0,84.0,69.0,52.0,82.0,54.0,50.0,82.0,66.0,82.0,69.0,74.0,84.0,81.0,55.0,51.0,backward
702,31550400.0,25.0,Arsenal FC,27017999.999999996,38.0,6.61,2.0,2.0,1036.275,Germany,82,84,Right,3,3.0,2.0,Medium/ High,Normal,RCB,6'0,181lbs,64+3,64+3,64+3,61+3,62+3,62+3,62+3,61+3,63+3,63+3,63+3,62+3,67+3,67+3,67+3,62+3,72+3,76+3,76+3,76+3,72+3,74+3,80+3,80+3,80+3,74+3,Mustafi,64,79.0,66.0,69.0,70.0,74.0,53.0,47.0,11.0,9.0,15.0,10.0,6.0,85.0,84.0,69.0,52.0,82.0,54.0,50.0,82.0,66.0,82.0,69.0,74.0,84.0,81.0,55.0,51.0,backward
703,6172200.0,22.0,UC Sampdoria,2187000.0,36.0,4.14,18.0,4.0,115.734,Italy,81,82,Left,2,3.0,4.0,High/ High,Normal,RS,6'1,185lbs,79+2,79+2,79+2,74+2,77+2,77+2,77+2,74+2,74+2,74+2,74+2,72+2,67+2,67+2,67+2,72+2,61+2,60+2,60+2,60+2,61+2,60+2,62+2,62+2,62+2,60+2,Zaza,82,90.0,77.0,69.0,80.0,72.0,77.0,56.0,7.0,13.0,9.0,7.0,9.0,40.0,89.0,45.0,72.0,35.0,80.0,83.0,78.0,87.0,50.0,81.0,79.0,42.0,86.0,66.0,84.0,forward
704,14830200.0,23.0,US Sassuolo,6172200.0,35.0,2.41,9.0,2.0,90.298,Italy,81,82,Left,2,3.0,4.0,High/ High,Normal,RS,6'1,185lbs,79+2,79+2,79+2,74+2,77+2,77+2,77+2,74+2,74+2,74+2,74+2,72+2,67+2,67+2,67+2,72+2,61+2,60+2,60+2,60+2,61+2,60+2,62+2,62+2,62+2,60+2,Zaza,82,90.0,77.0,69.0,80.0,72.0,77.0,56.0,7.0,13.0,9.0,7.0,9.0,40.0,89.0,45.0,72.0,35.0,80.0,83.0,78.0,87.0,50.0,81.0,79.0,42.0,86.0,66.0,84.0,forward
705,14701500.000000002,24.0,US Sassuolo,14830200.0,34.0,3.1,12.0,3.0,159.588,Italy,81,82,Left,2,3.0,4.0,High/ High,Normal,RS,6'1,185lbs,79+2,79+2,79+2,74+2,77+2,77+2,77+2,74+2,74+2,74+2,74+2,72+2,67+2,67+2,67+2,72+2,61+2,60+2,60+2,60+2,61+2,60+2,62+2,62+2,62+2,60+2,Zaza,82,90.0,77.0,69.0,80.0,72.0,77.0,56.0,7.0,13.0,9.0,7.0,9.0,40.0,89.0,45.0,72.0,35.0,80.0,83.0,78.0,87.0,50.0,81.0,79.0,42.0,86.0,66.0,84.0,forward
706,16210799.999999998,24.0,Juventus FC,14701500.000000002,24.0,6.21,8.0,2.0,1018.0,Italy,81,82,Left,2,3.0,4.0,High/ High,Normal,RS,6'1,185lbs,79+2,79+2,79+2,74+2,77+2,77+2,77+2,74+2,74+2,74+2,74+2,72+2,67+2,67+2,67+2,72+2,61+2,60+2,60+2,60+2,61+2,60+2,62+2,62+2,62+2,60+2,Zaza,82,90.0,77.0,69.0,80.0,72.0,77.0,56.0,7.0,13.0,9.0,7.0,9.0,40.0,89.0,45.0,72.0,35.0,80.0,83.0,78.0,87.0,50.0,81.0,79.0,42.0,86.0,66.0,84.0,forward
707,18028800.0,25.0,Valencia CF,16210799.999999998,31.0,4.38,6.0,1.0,572.376,Italy,81,82,Left,2,3.0,4.0,High/ High,Normal,RS,6'1,185lbs,79+2,79+2,79+2,74+2,77+2,77+2,77+2,74+2,74+2,74+2,74+2,72+2,67+2,67+2,67+2,72+2,61+2,60+2,60+2,60+2,61+2,60+2,62+2,62+2,62+2,60+2,Zaza,82,90.0,77.0,69.0,80.0,72.0,77.0,56.0,7.0,13.0,9.0,7.0,9.0,40.0,89.0,45.0,72.0,35.0,80.0,83.0,78.0,87.0,50.0,81.0,79.0,42.0,86.0,66.0,84.0,forward
708,9601200.0,29.0,West Bromwich,21141000.0,39.0,3.06,7.0,6.0,357.897,England,58,77,Right,1,3.0,2.0,Medium/ Medium,Lean,RB,5'9,152lbs,47+2,47+2,47+2,51+2,49+2,49+2,49+2,51+2,49+2,49+2,49+2,53+2,49+2,49+2,49+2,53+2,57+2,54+2,54+2,54+2,57+2,57+2,55+2,55+2,55+2,57+2,Sessegnon,74,55.0,69.0,80.0,51.0,40.0,54.0,28.0,15.0,10.0,12.0,9.0,12.0,52.0,58.0,44.0,29.0,53.0,33.0,44.0,55.0,38.0,51.0,77.0,62.0,57.0,56.0,38.0,30.0,backward
709,2701800.0,32.0,HSC Montpellier,5346000.0,31.0,2.84,2.0,2.0,503.759,England,58,77,Right,1,3.0,2.0,Medium/ Medium,Lean,RB,5'9,152lbs,47+2,47+2,47+2,51+2,49+2,49+2,49+2,51+2,49+2,49+2,49+2,53+2,49+2,49+2,49+2,53+2,57+2,54+2,54+2,54+2,57+2,57+2,55+2,55+2,55+2,57+2,Sessegnon,74,55.0,69.0,80.0,51.0,40.0,54.0,28.0,15.0,10.0,12.0,9.0,12.0,52.0,58.0,44.0,29.0,53.0,33.0,44.0,55.0,38.0,51.0,77.0,62.0,57.0,56.0,38.0,30.0,backward
710,1126800.0,33.0,HSC Montpellier,2701800.0,30.0,2.6100000000000003,2.0,2.0,185.315,England,58,77,Right,1,3.0,2.0,Medium/ Medium,Lean,RB,5'9,152lbs,47+2,47+2,47+2,51+2,49+2,49+2,49+2,51+2,49+2,49+2,49+2,53+2,49+2,49+2,49+2,53+2,57+2,54+2,54+2,54+2,57+2,57+2,55+2,55+2,55+2,57+2,Sessegnon,74,55.0,69.0,80.0,51.0,40.0,54.0,28.0,15.0,10.0,12.0,9.0,12.0,52.0,58.0,44.0,29.0,53.0,33.0,44.0,55.0,38.0,51.0,77.0,62.0,57.0,56.0,38.0,30.0,backward
711,8229600.0,24.0,Stoke City,6561000.0,38.0,2.4400000000000004,1.0,1.0,303.109,France,82,82,Right,2,3.0,2.0,Medium/ Medium,Lean,CDM,6'5,165lbs,72+2,72+2,72+2,68+2,72+2,72+2,72+2,68+2,72+2,72+2,72+2,70+2,77+2,77+2,77+2,70+2,74+2,81+2,81+2,81+2,74+2,75+2,81+2,81+2,81+2,75+2,Nzonzi,52,87.0,43.0,31.0,82.0,85.0,72.0,42.0,7.0,16.0,16.0,16.0,13.0,85.0,75.0,78.0,66.0,75.0,57.0,70.0,82.0,79.0,78.0,61.0,86.0,83.0,91.0,77.0,55.0,midfield
712,8089200.0,25.0,Stoke City,8229600.0,40.0,5.8100000000000005,2.0,2.0,318.041,France,82,82,Right,2,3.0,2.0,Medium/ Medium,Lean,CDM,6'5,165lbs,72+2,72+2,72+2,68+2,72+2,72+2,72+2,68+2,72+2,72+2,72+2,70+2,77+2,77+2,77+2,70+2,74+2,81+2,81+2,81+2,74+2,75+2,81+2,81+2,81+2,75+2,Nzonzi,52,87.0,43.0,31.0,82.0,85.0,72.0,42.0,7.0,16.0,16.0,16.0,13.0,85.0,75.0,78.0,66.0,75.0,57.0,70.0,82.0,79.0,78.0,61.0,86.0,83.0,91.0,77.0,55.0,midfield
713,13365000.0,26.0,Sevilla FC,8089200.0,42.0,4.42,4.0,1.0,318.375,France,82,82,Right,2,3.0,2.0,Medium/ Medium,Lean,CDM,6'5,165lbs,72+2,72+2,72+2,68+2,72+2,72+2,72+2,68+2,72+2,72+2,72+2,70+2,77+2,77+2,77+2,70+2,74+2,81+2,81+2,81+2,74+2,75+2,81+2,81+2,81+2,75+2,Nzonzi,52,87.0,43.0,31.0,82.0,85.0,72.0,42.0,7.0,16.0,16.0,16.0,13.0,85.0,75.0,78.0,66.0,75.0,57.0,70.0,82.0,79.0,78.0,61.0,86.0,83.0,91.0,77.0,55.0,midfield
714,27017999.999999996,27.0,Sevilla FC,13365000.0,46.0,7.62,4.0,2.0,1383.846,France,82,82,Right,2,3.0,2.0,Medium/ Medium,Lean,CDM,6'5,165lbs,72+2,72+2,72+2,68+2,72+2,72+2,72+2,68+2,72+2,72+2,72+2,70+2,77+2,77+2,77+2,70+2,74+2,81+2,81+2,81+2,74+2,75+2,81+2,81+2,81+2,75+2,Nzonzi,52,87.0,43.0,31.0,82.0,85.0,72.0,42.0,7.0,16.0,16.0,16.0,13.0,85.0,75.0,78.0,66.0,75.0,57.0,70.0,82.0,79.0,78.0,61.0,86.0,83.0,91.0,77.0,55.0,midfield
715,33804000.0,28.0,Sevilla FC,27017999.999999996,46.0,3.69,3.0,3.0,1023.066,France,82,82,Right,2,3.0,2.0,Medium/ Medium,Lean,CDM,6'5,165lbs,72+2,72+2,72+2,68+2,72+2,72+2,72+2,68+2,72+2,72+2,72+2,70+2,77+2,77+2,77+2,70+2,74+2,81+2,81+2,81+2,74+2,75+2,81+2,81+2,81+2,75+2,Nzonzi,52,87.0,43.0,31.0,82.0,85.0,72.0,42.0,7.0,16.0,16.0,16.0,13.0,85.0,75.0,78.0,66.0,75.0,57.0,70.0,82.0,79.0,78.0,61.0,86.0,83.0,91.0,77.0,55.0,midfield
716,34290000.0,21.0,Atlético Madrid,21870000.0,46.0,7.22,0.0,0.0,24.0,Belgium,89,90,Left,4,2.0,1.0,Medium/ Medium,Courtois,GK,6'6,212lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,Courtois,46,23.0,61.0,45.0,23.0,52.0,13.0,20.0,86.0,90.0,72.0,86.0,88.0,15.0,68.0,35.0,17.0,11.0,27.0,13.0,80.0,36.0,16.0,52.0,38.0,18.0,70.0,44.0,12.0,keeper
717,33705000.0,22.0,Chelsea FC,24688800.0,56.0,7.68,0.0,0.0,28.0,Belgium,89,90,Left,4,2.0,1.0,Medium/ Medium,Courtois,GK,6'6,212lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,Courtois,46,23.0,61.0,45.0,23.0,52.0,13.0,20.0,86.0,90.0,72.0,86.0,88.0,15.0,68.0,35.0,17.0,11.0,27.0,13.0,80.0,36.0,16.0,52.0,38.0,18.0,70.0,44.0,12.0,keeper
718,45072000.0,25.0,Chelsea FC,47281500.0,39.0,4.5,0.0,0.0,17.0,Belgium,89,90,Left,4,2.0,1.0,Medium/ Medium,Courtois,GK,6'6,212lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,Courtois,46,23.0,61.0,45.0,23.0,52.0,13.0,20.0,86.0,90.0,72.0,86.0,88.0,15.0,68.0,35.0,17.0,11.0,27.0,13.0,80.0,36.0,16.0,52.0,38.0,18.0,70.0,44.0,12.0,keeper
